Essay ID,Content,Prompt Adherence,Language,Narrativity
15491,4,3,2,2
15972,1,1,3,2
16109,4,4,3,3
16228,2,1,4,3
16352,3,3,4,4
16423,0,0,0,1
16468,0,0,0,0
16480,1,1,4,3
16577,3,3,4,3
16578,2,2,3,1
16579,4,3,3,3
16580,2,3,3,3
16581,4,4,4,4
16582,3,4,4,4
16584,3,3,3,3
16585,3,3,4,3
16592,2,2,3,3
16594,0,0,0,0
16595,4,4,3,3
16596,3,3,2,2
16598,4,4,3,3
16599,2,2,3,2
16604,4,3,3,2
16605,4,4,4,4
16607,3,3,3,2
16608,1,2,1,1
16609,0,0,0,0
16610,2,2,2,2
16611,3,2,3,3
16612,2,2,2,2
16613,3,2,2,2
16614,1,1,1,1
16615,1,1,3,2
16617,4,4,3,3
16618,0,0,0,0
16619,2,2,3,3
16620,2,2,3,2
16621,4,3,4,4
16622,2,2,3,2
16623,3,3,3,2
16624,2,2,2,2
16625,2,2,3,2
16626,2,2,3,2
16627,3,2,3,3
16628,3,2,3,3
16629,0,1,1,1
16630,1,1,3,3
16631,2,2,3,2
16632,0,0,1,1
16633,1,1,1,2
14834,2,2,3,3
14835,4,3,2,2
14836,4,4,3,3
14837,1,1,2,1
14838,3,3,4,4
14839,3,3,3,3
14840,1,1,4,3
14841,2,2,3,3
14842,2,2,3,2
14843,2,2,2,2
14844,3,3,4,3
14845,4,4,4,4
14846,3,3,4,4
14847,2,1,4,3
14848,1,0,1,1
14849,3,2,2,2
14850,1,1,2,2
14851,1,1,3,3
14852,4,4,3,2
14853,1,1,3,3
14854,3,3,3,3
14855,2,2,3,2
14856,0,0,1,1
14857,3,4,4,4
14858,3,3,4,3
14859,2,2,4,3
14860,3,4,4,4
14861,3,4,4,4
14862,2,2,3,3
14863,1,1,4,3
14864,4,4,3,3
14865,3,3,3,3
14866,1,1,1,1
14867,1,1,1,1
14868,2,2,4,3
14869,1,1,3,3
14870,1,1,2,2
14871,4,3,3,3
14872,4,4,3,4
14873,2,2,3,3
14874,0,0,1,1
14875,2,2,2,2
14876,3,2,2,2
14877,1,1,2,2
14878,1,1,2,1
14879,3,3,2,1
14880,2,2,2,2
14881,4,3,3,3
14882,2,3,3,4
14883,3,3,3,3
14884,2,2,2,3
14885,1,1,3,2
14886,1,1,2,1
14887,3,2,2,2
14888,2,1,1,1
14889,2,2,2,2
14890,2,2,2,2
14891,0,0,1,1
14892,3,4,4,4
14893,1,1,1,1
14894,3,3,3,3
14895,1,1,2,1
14896,4,4,3,3
14897,3,3,2,3
14898,3,3,3,3
14899,0,0,1,0
