Essay ID,Content,Prompt Adherence,Language,Narrativity
8863,0,0,0,0
8864,0,0,0,0
8865,3,3,3,3
8866,3,3,2,2
8867,2,2,2,2
8868,2,1,0,1
8869,0,0,1,0
8870,3,2,2,2
8871,0,0,0,0
8872,1,1,1,1
8873,2,1,1,2
8874,0,0,0,0
8875,0,0,0,0
8876,2,2,3,3
8877,0,0,0,0
8878,1,1,1,1
8879,2,2,2,2
8880,0,0,0,0
8881,2,3,2,2
8882,0,0,1,0
8883,1,1,1,1
8884,0,0,0,0
8885,2,2,2,2
8886,1,0,1,0
8887,2,1,1,1
8888,0,1,1,1
8889,2,1,1,1
8890,3,2,2,2
8891,2,2,2,2
8892,0,0,1,0
8893,1,1,1,1
8894,0,0,0,0
8895,2,2,2,3
8896,1,1,1,2
8897,0,0,0,0
8898,2,2,0,1
8899,1,1,1,1
8900,0,0,1,1
8901,0,0,0,0
8902,2,2,2,2
8903,2,3,3,3
8904,2,1,2,2
8905,1,1,1,1
8906,2,2,2,2
8907,0,0,0,0
8908,0,1,1,1
8909,2,1,1,1
8910,0,0,0,0
8911,2,1,1,1
8912,1,1,2,2
8913,0,0,0,0
8914,1,1,2,2
8915,0,0,0,0
8916,0,0,1,1
8917,0,0,0,0
8918,1,1,1,1
8919,2,2,2,3
8920,0,0,0,0
8921,0,0,0,0
8922,2,1,2,2
8923,2,2,2,3
8924,1,1,1,1
8925,1,1,0,1
8926,1,1,0,1
8927,0,0,0,0
8928,1,1,1,1
8929,1,1,0,1
8930,0,1,1,0
8931,1,1,1,1
8932,0,0,0,0
8933,1,1,1,1
8934,0,0,0,0
8935,2,2,2,2
8936,0,0,0,0
8937,0,0,0,0
8938,0,0,0,0
8939,2,2,1,1
8940,2,2,1,2
8941,2,2,2,2
8942,0,0,1,0
8943,0,0,1,1
8944,0,0,0,0
8945,2,2,2,2
8946,3,3,3,3
8947,0,0,0,0
8948,1,1,2,2
8949,0,0,1,0
8950,1,1,1,1
8951,1,1,1,1
8952,0,0,0,0
8953,1,1,1,1
8954,3,2,2,2
8955,2,2,2,3
8956,0,0,1,1
8957,1,1,2,2
8958,0,0,0,0
8959,3,3,3,3
8960,0,0,0,0
8961,1,1,1,1
8962,1,1,1,1
8963,0,0,2,0
8964,0,0,0,0
8965,2,2,1,2
8966,0,0,0,0
8967,1,2,2,2
8968,1,1,1,1
8969,2,2,2,2
8970,0,1,2,2
8971,0,1,0,1
8972,1,1,1,1
8973,2,2,2,2
8974,3,3,2,2
8975,0,0,0,0
8976,0,0,0,0
8977,1,1,2,2
8978,0,0,0,0
8979,3,3,2,3
8980,1,1,1,1
8981,3,2,2,2
8982,0,0,0,0
8983,1,1,1,1
8984,1,0,1,0
8985,0,0,0,0
8986,0,0,0,0
8987,2,2,2,2
8988,3,2,2,2
8989,0,0,0,0
8990,2,2,2,2
8991,0,0,0,0
8992,0,0,0,0
8993,0,1,1,0
8994,0,0,0,0
8995,1,1,1,1
8996,2,2,2,2
8997,1,1,0,1
8998,2,2,2,2
8999,0,0,0,0
9000,1,1,2,2
9001,1,1,1,1
9002,1,2,1,2
9003,2,3,3,3
9004,2,2,2,2
9005,2,2,2,2
9006,2,2,2,2
9007,3,3,3,3
9008,3,3,2,2
9009,2,2,1,2
9010,1,1,1,1
9011,2,2,2,1
9012,1,1,1,1
9013,0,0,0,0
9014,2,2,2,2
9015,0,0,1,0
9016,2,2,2,2
9017,2,2,2,2
9018,1,1,1,1
9019,3,2,2,2
9020,0,0,0,0
9021,1,2,2,3
9022,2,2,2,2
9023,1,1,1,1
9024,0,0,0,0
9025,0,0,0,0
9026,1,1,0,1
9027,3,3,2,3
9028,0,0,0,0
9029,1,1,1,1
9030,0,0,1,1
9031,0,1,1,0
9032,0,0,0,0
9033,0,0,0,0
9034,2,2,2,2
9035,2,2,2,2
9036,0,0,0,1
9037,2,2,2,2
9038,1,1,0,1
9039,2,2,1,2
9040,2,2,2,2
9041,1,1,1,1
9042,2,2,1,1
9043,2,2,1,2
9044,2,1,1,1
9045,0,0,0,0
9046,2,2,2,2
9047,0,0,0,0
9048,0,0,0,0
9049,2,2,2,2
9050,1,1,1,1
9051,2,2,2,2
9052,2,2,2,2
9053,1,1,1,1
9054,1,2,1,1
9055,0,0,1,0
9056,0,0,0,0
9057,1,1,1,1
9058,1,1,1,2
9059,0,0,0,0
9060,2,2,1,2
9061,2,2,2,2
9062,0,0,0,0
9063,0,0,0,0
9064,1,1,0,1
9065,0,0,0,0
9066,0,0,0,1
9067,1,1,0,1
9068,0,0,0,0
9069,2,2,2,2
9070,0,0,1,0
9071,2,2,2,3
9072,0,0,0,0
9073,1,1,1,1
9074,2,3,3,3
9075,3,2,3,3
9076,0,0,0,0
9077,0,0,0,0
9078,1,2,2,2
9079,1,1,1,1
9080,0,0,0,0
9081,2,1,1,1
9082,2,2,2,2
9083,2,2,2,2
9084,1,1,2,2
9085,1,2,1,1
9086,0,0,0,0
9087,1,1,1,1
9088,2,2,1,2
9089,2,2,1,2
9090,0,0,0,0
9091,2,2,2,2
9092,0,0,0,0
9093,1,1,1,1
9094,0,0,1,0
9095,2,2,1,1
9096,1,1,1,1
9097,2,2,2,1
9098,2,2,1,2
9099,1,1,2,1
9100,1,1,1,1
9101,0,0,0,0
9102,1,1,2,2
9103,2,2,2,2
9104,1,1,1,2
9105,1,1,0,1
9106,2,2,1,2
9107,1,2,2,2
9108,0,0,0,0
9109,1,1,1,1
9110,2,2,1,1
9111,2,1,1,1
9112,1,2,2,2
9113,0,0,0,0
9114,1,1,2,1
9115,1,1,1,1
9116,2,1,2,2
9117,0,0,0,0
9118,2,1,1,1
9119,0,0,1,1
9121,1,1,1,1
9122,2,2,1,2
9123,0,0,0,0
9124,0,0,0,0
9125,0,0,0,0
9126,0,0,1,0
9127,2,2,2,2
9128,1,1,2,1
9129,1,1,1,1
9130,0,0,0,0
9131,1,1,1,1
9132,2,2,2,2
9133,2,2,2,2
9134,3,3,3,3
9135,3,2,2,2
9136,0,0,0,0
9137,0,0,0,0
9138,2,2,2,2
9139,1,2,2,2
9140,1,1,1,1
9141,1,1,1,1
9142,1,1,2,2
9143,1,1,1,2
9144,2,2,2,2
9145,1,1,2,1
9146,1,1,0,1
9147,2,2,1,1
9148,1,1,1,1
9149,2,2,1,2
9150,1,1,1,1
9151,0,0,0,0
9152,2,2,1,2
9153,0,1,1,1
9154,0,1,0,0
9155,0,0,0,0
9156,1,1,1,2
9157,0,0,0,0
9158,2,2,2,2
9159,0,0,0,0
9160,0,0,0,0
9161,3,3,2,3
9162,1,2,2,2
9163,2,2,2,2
9164,2,2,2,2
9165,1,1,2,2
9166,2,2,3,3
9167,2,2,2,2
9168,0,1,1,1
9169,0,0,0,0
9170,2,2,2,2
9171,2,2,2,2
9172,0,0,0,0
9173,0,0,0,0
9174,0,0,1,1
9175,1,1,2,2
9176,0,0,0,0
9177,1,1,1,1
9178,2,2,2,2
9179,0,0,0,0
9180,1,1,0,1
9181,0,0,0,0
9182,1,1,2,2
9183,0,0,0,0
9184,1,1,1,1
9185,0,0,0,1
9186,0,0,0,0
9187,2,2,2,2
9188,2,2,1,2
9189,1,1,1,1
9190,3,2,2,2
9191,1,1,1,1
9192,1,2,2,2
9193,1,2,1,1
9194,0,0,0,0
9195,0,0,0,0
9196,1,1,2,1
9197,0,0,0,1
9198,1,1,1,1
9199,2,2,2,2
9200,1,1,1,1
9201,1,1,2,1
9202,0,0,0,1
9203,0,0,0,0
9204,1,2,1,1
9205,1,1,1,1
9206,1,0,1,0
9207,0,0,0,0
9208,3,3,1,2
9209,0,0,0,0
9210,0,0,1,1
9211,2,2,2,2
9212,1,1,1,1
9213,0,0,0,0
9214,1,1,1,2
9215,2,2,2,2
9216,1,1,1,2
9217,3,3,2,2
9218,1,1,2,2
9219,2,2,2,2
9220,3,2,2,3
9221,1,2,1,2
9222,1,1,1,1
9223,1,1,1,1
9224,1,2,2,2
9225,1,0,1,0
9226,0,0,0,0
9227,3,3,2,3
9228,2,2,2,2
9229,2,2,1,2
9230,2,2,1,2
9231,1,1,1,1
9232,0,0,1,0
9233,0,0,0,0
9234,0,0,0,0
9235,1,1,2,2
9236,2,2,2,2
9237,2,2,2,2
9238,1,1,1,2
9239,1,2,1,2
9240,1,1,1,1
9241,1,1,2,2
9242,1,2,1,2
9243,1,1,1,1
9244,1,1,0,1
9245,0,0,1,0
9246,0,0,0,0
9247,2,2,1,2
9248,1,1,0,1
9249,2,2,1,1
9250,1,1,1,1
9251,1,1,1,1
9252,0,0,0,0
9253,0,0,0,0
9254,1,1,1,1
9255,2,2,1,2
9256,2,2,2,2
9257,2,2,1,2
9258,3,2,2,2
9259,1,2,2,2
9260,2,2,2,2
9261,0,0,0,0
9262,0,0,0,0
9263,3,2,2,3
9264,2,3,2,2
9265,0,0,0,0
9266,0,0,0,0
9267,2,2,2,2
9268,0,0,0,0
9269,2,2,2,2
9270,1,1,2,2
9271,1,1,1,1
9272,0,0,0,0
9273,0,0,1,1
9274,1,1,1,1
9275,0,0,0,0
9276,1,1,1,2
9277,2,2,2,3
9278,1,1,1,1
9279,0,1,1,1
9280,1,1,1,1
9281,3,3,3,3
9282,2,2,2,2
9283,2,2,2,2
9284,1,1,1,1
9285,2,2,2,3
9286,0,0,0,0
9287,1,1,2,2
9288,3,3,2,3
9289,0,0,0,0
9290,1,1,2,2
9291,1,1,1,1
9292,3,3,2,3
9293,1,1,1,1
9294,1,1,1,1
9295,1,1,0,1
9296,0,0,0,0
9297,1,1,1,1
9298,1,1,0,1
9299,0,0,0,0
9300,1,2,1,1
9301,3,3,2,3
9302,1,1,1,1
9303,1,0,1,0
9304,2,2,2,2
9305,0,0,1,0
9306,1,1,1,1
9307,1,1,1,1
9308,0,0,0,0
9309,1,1,1,1
9310,1,1,1,2
9311,0,0,0,0
9312,2,2,2,3
9313,0,0,0,0
9314,0,0,0,0
9315,1,1,1,2
9316,2,2,1,1
9317,1,1,1,1
9318,0,0,0,0
9319,3,3,3,3
9320,1,2,2,2
9321,0,0,1,1
9322,0,0,0,0
9323,0,0,0,0
9324,0,0,0,0
9325,2,2,2,2
9326,0,0,0,0
9327,2,2,2,3
9328,0,0,0,0
9329,3,3,2,3
9330,1,2,1,2
9331,1,1,1,1
9332,1,1,1,1
9333,0,0,0,0
9334,0,0,0,0
9335,0,1,1,0
9336,1,1,1,1
9337,0,0,0,0
9338,0,0,0,0
9339,1,1,2,2
9340,1,1,1,1
9341,2,2,2,2
9342,1,1,1,1
9343,0,0,0,0
9344,1,1,1,1
9345,0,0,0,0
9346,2,2,2,2
9347,1,1,1,2
9348,0,0,2,2
9349,1,0,1,1
9350,0,0,0,0
9351,0,0,0,0
9352,1,1,1,1
9353,1,1,1,2
9354,1,2,1,1
9355,0,0,0,0
9356,0,0,0,0
9357,2,2,1,2
9358,1,1,1,1
9359,0,0,0,0
9360,0,0,0,1
9361,1,1,2,2
9362,1,2,1,2
9363,1,1,2,2
9364,1,1,1,1
9365,2,2,2,2
9366,1,2,2,2
9367,1,1,1,2
9368,1,1,2,2
9369,1,1,0,1
9370,0,0,1,1
9371,1,1,2,2
9372,0,0,0,0
9373,1,0,1,0
9374,0,0,1,1
9375,2,2,3,3
9376,1,1,1,1
9377,0,0,1,0
9378,1,1,2,2
9379,2,2,1,2
9380,2,2,0,1
9381,0,0,0,0
9382,2,2,1,2
9383,1,0,1,1
9384,0,0,0,0
9385,1,1,0,1
9386,1,1,2,2
9387,2,2,2,3
9388,1,1,1,2
9389,3,3,2,3
9390,0,0,1,0
9391,3,2,1,3
9392,2,2,2,2
9393,0,0,0,0
9394,1,1,1,0
9395,1,1,1,1
9396,0,0,0,0
9397,1,0,1,0
9398,1,1,2,2
9399,1,1,1,1
9400,0,0,0,0
9401,1,1,2,2
9402,3,2,2,2
9403,1,1,1,1
9404,0,0,0,0
9405,1,1,1,1
9406,1,1,1,1
9407,1,1,0,1
9408,0,0,0,0
9409,1,0,0,0
9410,0,0,0,0
9411,0,0,1,0
9412,0,0,0,0
9413,0,0,0,0
9414,0,0,0,0
9415,0,0,0,0
9416,2,2,1,2
9417,0,0,0,0
9418,1,1,0,0
9419,2,1,1,2
9420,2,2,1,2
9421,1,1,1,1
9422,2,2,2,3
9423,2,2,2,2
9424,0,0,1,0
9425,2,2,2,3
9426,3,2,3,3
9427,2,1,2,2
9428,2,2,2,2
9429,1,1,2,1
9430,2,2,2,2
9431,0,0,2,1
9432,1,1,1,1
9434,0,0,1,1
9435,0,0,0,0
9436,2,2,3,3
9437,1,1,1,1
9438,3,3,2,2
9439,1,1,1,1
9440,2,2,2,2
9441,3,2,2,3
9442,3,3,2,3
9443,1,1,2,2
9444,2,2,2,2
9445,1,1,1,1
9446,2,2,1,2
9447,0,0,0,0
9448,2,2,1,2
9449,2,2,1,2
9450,1,2,1,2
9451,1,1,1,1
9452,1,1,1,1
9453,1,2,2,2
9454,1,1,1,1
9455,0,0,0,0
9456,0,0,0,0
9457,2,2,1,2
9458,2,1,1,1
9459,2,2,1,2
9460,1,1,1,2
9461,0,0,0,0
9462,3,2,2,2
9463,0,0,0,0
9464,0,0,0,0
9465,0,0,1,1
9466,0,0,0,0
9467,1,1,1,1
9468,0,0,0,1
9469,0,0,1,1
9470,1,1,1,1
9471,0,0,0,0
9472,1,1,2,2
9473,1,2,1,1
9474,1,1,0,0
9475,0,0,0,0
9476,2,2,1,2
9477,1,1,0,1
9478,2,2,2,2
9479,1,1,1,1
9480,0,0,0,0
9481,2,2,2,2
9482,3,2,2,2
9483,2,2,2,2
9484,2,2,2,2
9485,3,3,2,2
9486,0,0,0,0
9487,1,1,0,1
9488,0,0,0,0
9489,2,2,1,2
9490,0,0,0,0
9491,1,1,1,1
9492,1,0,0,0
9493,1,2,2,2
9494,1,1,2,2
9495,0,0,1,0
9496,0,0,0,0
9497,3,3,3,3
9498,0,0,0,0
9499,0,0,0,0
9500,3,3,3,3
9501,2,2,3,3
9502,2,2,2,2
9503,3,2,3,3
9504,2,2,2,2
9505,0,0,0,0
9506,2,2,2,2
9507,2,2,2,3
9508,1,1,1,1
9509,0,0,0,0
9510,1,1,1,1
9511,1,1,1,1
9512,0,0,0,0
9513,2,2,2,2
9514,0,0,0,0
9515,3,3,2,3
9516,1,1,1,1
9517,0,0,0,0
9518,0,0,1,1
9519,1,1,0,1
9520,0,0,0,0
9521,1,2,2,1
9522,1,1,1,1
9523,3,2,2,2
9524,1,1,0,1
9525,3,2,2,3
9526,1,1,2,2
9527,2,2,1,2
9528,0,0,0,0
9529,1,2,1,1
9530,3,2,1,2
9531,1,1,1,1
9532,0,0,0,0
9533,1,1,1,1
9534,3,3,1,3
9535,1,1,0,0
9536,0,0,1,1
9537,0,0,0,0
9538,1,1,1,1
9539,0,0,0,0
9540,0,0,0,0
9541,2,2,3,3
9542,0,0,0,0
9543,1,1,1,1
9544,0,0,0,0
9545,0,0,0,0
9546,1,1,0,1
9547,2,2,1,1
9548,0,0,1,0
9549,0,0,1,1
9550,2,2,2,3
9551,2,2,1,2
9552,2,2,2,2
9553,3,2,2,2
9554,0,0,0,0
9555,1,1,1,1
9556,2,2,1,2
9557,1,1,1,1
9558,3,3,2,3
9559,3,3,2,2
9560,0,0,0,0
9561,2,2,3,3
9562,2,2,3,2
9563,1,1,1,1
9564,0,0,1,1
9565,0,0,0,0
9566,0,0,0,0
9567,2,2,1,1
9568,0,0,0,0
9569,3,2,2,2
9570,2,2,1,2
9571,2,2,2,2
9572,1,1,1,1
9573,1,2,1,1
9574,1,1,1,1
9575,0,0,0,0
9576,1,2,2,2
9577,0,0,0,0
9578,2,2,2,2
9579,0,0,1,0
9580,2,2,2,2
9581,0,0,0,0
9582,0,0,1,0
9583,0,0,1,0
9584,1,2,2,2
9585,0,0,2,0
9586,0,0,0,0
9587,1,1,2,2
9588,1,1,1,1
9589,2,2,1,2
9590,2,2,3,3
9591,1,1,1,1
9592,0,0,1,1
9593,0,0,0,0
9594,2,2,2,2
9595,2,2,1,2
9596,1,1,1,1
9597,1,1,0,0
9598,2,2,1,2
9599,1,1,0,0
9600,2,2,2,2
9601,0,0,0,0
9602,0,0,0,0
9603,1,1,1,1
9604,1,1,1,1
9605,0,0,0,0
9606,2,2,2,2
9607,3,3,2,3
9608,2,2,2,2
9609,1,1,1,1
9610,1,2,2,2
9611,0,0,0,0
9612,0,0,0,0
9613,1,1,2,2
9614,0,0,0,0
9615,3,3,3,3
9616,1,1,1,1
9617,1,2,2,2
9618,3,2,2,2
9619,1,1,1,1
9620,0,0,0,0
9621,0,0,0,0
9622,3,3,3,3
9623,1,1,0,1
9624,2,2,3,3
9625,3,3,2,3
9626,0,0,0,0
9627,2,2,2,2
9628,2,2,1,2
9629,0,0,1,1
9630,2,2,2,2
9631,1,1,1,1
9632,0,0,0,0
9633,1,2,2,2
9634,0,0,0,0
